Story Date,Story URL,Headline,Claim URL,Claimed By,What (Claim),About Subject,About Person,Language,Image
6th Oct 2023,https://www.vishvasnews.com/english/politics/fact-check-pm-modi-didnt-pay-tributes-to-godse-viral-image-of-deendayal-upadhyaya-shared-with-misleading-claim/,"Fact Check: PM Modi Didn’t Pay Tributes To Godse, Viral Image Of Deendayal Upadhyaya Shared With Misleading Claim",https://www.facebook.com/photo.php?fbid=883876216437040&set=a.104312387726764&type=3&theater,Fb user: Sultan Begusarai,PM Modi paying tribute to Mahatma Gandhi and Nathuram Godse,NA,Narendra Modi,English,
6th Oct 2023,https://www.vishvasnews.com/english/politics/fact-check-pm-modi-didnt-pay-tributes-to-godse-viral-image-of-deendayal-upadhyaya-shared-with-misleading-claim/,"Fact Check: PM Modi Didn’t Pay Tributes To Godse, Viral Image Of Deendayal Upadhyaya Shared With Misleading Claim",https://www.facebook.com/photo.php?fbid=883876216437040&set=a.104312387726764&type=3&theater,Fb user: Sultan Begusarai,PM Modi paying tribute to Mahatma Gandhi and Nathuram Godse,NA,Narendra Modi,English ,
22nd Jun 2023,https://www.vishvasnews.com/english/politics/fact-check-posts-claiming-nyt-published-article-calling-pm-modi-last-hope-of-earth-are-false/,Fact Check: Posts Claiming NYT Published Article Calling PM Modi ‘Last Hope Of Earth’ Are False,https://facebook.com/story.php?story_fbid=pfbid02E3n94uvS2hJ65q6X5JuVsEZdXoDEkS9vKd1PWro4QXjqSSAbemToyHDJmxZVvFvBl&id=100001614520587&mibextid=Nif5oz,Facebook page Yogi SamarthakGroup,PM Modi\'s photo on the front page of The New York Times.,Proud to have a Prime Minister like #Modi ji,Facebook page ‘Yogi Samarthak Group’,English,
22nd Jun 2023,https://www.vishvasnews.com/english/politics/fact-check-posts-claiming-nyt-published-article-calling-pm-modi-last-hope-of-earth-are-false/,Fact Check: Posts Claiming NYT Published Article Calling PM Modi ‘Last Hope Of Earth’ Are False,https://facebook.com/story.php?story_fbid=pfbid02E3n94uvS2hJ65q6X5JuVsEZdXoDEkS9vKd1PWro4QXjqSSAbemToyHDJmxZVvFvBl&id=100001614520587&mibextid=Nif5oz,Facebook page Yogi SamarthakGroup,PM Modi\'s photo on the front page of The New York Times.,Proud to have a Prime Minister like #Modi ji,Facebook page ‘Yogi Samarthak Group’,English ,
6th Jun 2023,https://www.vishvasnews.com/english/politics/fact-check-rahul-gandhi-never-said-he-or-his-family-is-muslim-edited-breaking-plate-viral/,"Fact Check: Rahul Gandhi Never Said He Or His Family Is Muslim, Edited Breaking Plate Viral",https://www.facebook.com/photo?fbid=2454064631427182&set=a.779310992235896,Facebook User Parmanand Jangid,Rahul Gandhi said he is a Muslim,Rahul Gandhi family,Rahul Gandhi,English,
6th Jun 2023,https://www.vishvasnews.com/english/politics/fact-check-rahul-gandhi-never-said-he-or-his-family-is-muslim-edited-breaking-plate-viral/,"Fact Check: Rahul Gandhi Never Said He Or His Family Is Muslim, Edited Breaking Plate Viral",https://www.facebook.com/photo?fbid=2454064631427182&set=a.779310992235896,Facebook User Parmanand Jangid,Rahul Gandhi said he is a Muslim,Rahul Gandhi family,Rahul Gandhi,English ,
13th Jul 2022,https://www.vishvasnews.com/english/politics/fact-check-this-person-doing-yoga-in-kedarnath-is-santosh-trivedi-a-pilgrimage-priest-not-pm-modi/,"Fact Check: This person doing yoga in Kedarnath is Santosh Trivedi, a pilgrimage priest, not PM Modi",https://www.facebook.com/pradip.nalamwar.14/posts/pfbid02mQ3Sc7tWk6CfQWkobfTRSck2jT3fo6wpci8HxLoDYMgYy61CQy2Em8tJLsbW1WiXl,Pradip Nalamwar,मोदी जी का 26 वर्ष की उम्र में केदारनाथ की परिक्रमा लगाते हुए।,PM Modi yoga,PM Modi,English,
13th Jul 2022,https://www.vishvasnews.com/english/politics/fact-check-this-person-doing-yoga-in-kedarnath-is-santosh-trivedi-a-pilgrimage-priest-not-pm-modi/,"Fact Check: This person doing yoga in Kedarnath is Santosh Trivedi, a pilgrimage priest, not PM Modi",https://www.facebook.com/pradip.nalamwar.14/posts/pfbid02mQ3Sc7tWk6CfQWkobfTRSck2jT3fo6wpci8HxLoDYMgYy61CQy2Em8tJLsbW1WiXl,Pradip Nalamwar,2022-07-11,मोदी जी का 26 वर्ष की उम्र में केदारनाथ की परिक्रमा लगाते हुए।,PM Modi yoga,English ,
30th Jun 2022,https://www.vishvasnews.com/english/politics/fact-check-this-video-of-protest-during-bhagwant-manns-press-conference-is-old/,Fact Check: This video of protest during Bhagwant Mann’s press conference is old,https://www.facebook.com/watch/?v=1053073762045273,ਫੈਨ ਨਵਜੋਤ ਕੌਰ ਲੰਬੀ ਦੇ,Seems to have earned good respect in 3 months,slogans against AAP,Bhagwant Mann,English,
30th Jun 2022,https://www.vishvasnews.com/english/politics/fact-check-this-video-of-protest-during-bhagwant-manns-press-conference-is-old/,Fact Check: This video of protest during Bhagwant Mann’s press conference is old,https://www.facebook.com/watch/?v=1053073762045273,ਫੈਨ ਨਵਜੋਤ ਕੌਰ ਲੰਬੀ ਦੇ,2022-06-24,Seems to have earned good respect in 3 months,slogans against AAP,English ,
31st Aug 2022,https://www.vishvasnews.com/english/politics/fact-check-video-of-congress-mla-jagat-singh-negi-again-viral-with-false-claim-2/,Fact Check: Video of Congress MLA Jagat Singh Negi again viral with false claim,https://www.facebook.com/watch/?v=480897370092890,Facebook page Maan Punjab Da,Nepali MP criticizes PM Modi in Nepal Parliament,Congress MLA,Jagat Singh Negi,English,
31st Aug 2022,https://www.vishvasnews.com/english/politics/fact-check-video-of-congress-mla-jagat-singh-negi-again-viral-with-false-claim-2/,Fact Check: Video of Congress MLA Jagat Singh Negi again viral with false claim,https://www.facebook.com/watch/?v=480897370092890,Facebook page Maan Punjab Da,2022-08-21,Nepali MP criticizes PM Modi in Nepal Parliament,Congress MLA,English ,
21st Apr 2023,https://www.vishvasnews.com/english/politics/fact-check-video-of-delhi-education-minister-atishi-inspecting-mcd-school-being-shared-with-misleading-claim/,Fact Check: Video of Delhi Education Minister Atishi inspecting MCD school being shared with misleading claim,https://www.facebook.com/100000418254414/videos/1735794593505729/,Fb user: Amit Sharma,Delhi Education Minister Atishi Marlena criticises a government school for its poor condition,Video of Delhi Education Minister Atishi,Atishi,English,
21st Apr 2023,https://www.vishvasnews.com/english/politics/fact-check-video-of-delhi-education-minister-atishi-inspecting-mcd-school-being-shared-with-misleading-claim/,Fact Check: Video of Delhi Education Minister Atishi inspecting MCD school being shared with misleading claim,https://www.facebook.com/100000418254414/videos/1735794593505729/,Fb user: Amit Sharma,Delhi Education Minister Atishi Marlena criticises a government school for its poor condition,Video of Delhi Education Minister Atishi,Atishi,English ,
15th May 2023,https://www.vishvasnews.com/english/politics/fact-check-video-of-pm-modis-roadshow-in-surat-linked-to-wrestlers-protest-in-misleading-viral-post/,Fact Check: Video of PM Modi’s roadshow in Surat linked to wrestlers’ protest in misleading viral post,https://twitter.com/yvikashpradhan/status/1655871792983191552,Twitter user: Vikash Yadav Pradhan,Lakhs of people take part in wrestlers\' protest at Jantar Mantar,wrestler protest,wrestler,English,
15th May 2023,https://www.vishvasnews.com/english/politics/fact-check-video-of-pm-modis-roadshow-in-surat-linked-to-wrestlers-protest-in-misleading-viral-post/,Fact Check: Video of PM Modi’s roadshow in Surat linked to wrestlers’ protest in misleading viral post,https://twitter.com/yvikashpradhan/status/1655871792983191552,Twitter user: Vikash Yadav Pradhan,Lakhs of people take part in wrestlers\' protest at Jantar Mantar,wrestler protest,wrestler,English ,
21st Jun 2023,https://www.vishvasnews.com/english/politics/fact-check-video-of-woman-being-brutally-beaten-up-is-unrelated-to-manipur-violence/,Fact Check: Video Of Woman Being Brutally Beaten Up Is Unrelated to Manipur Violence,https://www.facebook.com/permalink.php?story_fbid=590420026569110&id=100068033528476,Facebook User Shivam Kushwaha,Latest video from Manipur violance,Manipur has gone out of control of Modi and Shah. Videos have emerged of armed civilians torturing a Kukhi Christian young girl and eventually shooting her to death. Manipur is burning and Modi is silent.,Facebook user ‘Shivam Kushwaha’,English,
21st Jun 2023,https://www.vishvasnews.com/english/politics/fact-check-video-of-woman-being-brutally-beaten-up-is-unrelated-to-manipur-violence/,Fact Check: Video Of Woman Being Brutally Beaten Up Is Unrelated to Manipur Violence,https://www.facebook.com/permalink.php?story_fbid=590420026569110&id=100068033528476,Facebook User Shivam Kushwaha,Latest video from Manipur violance,Manipur has gone out of control of Modi and Shah. Videos have emerged of armed civilians torturing a Kukhi Christian young girl and eventually shooting her to death. Manipur is burning and Modi is silent.,Facebook user ‘Shivam Kushwaha’,English ,
13th Apr 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-letter-on-rss-call-to-convert-muslim-girls-is-fake-and-misleading/,Fact Check: Viral letter on RSS call to convert Muslim girls is fake and misleading,https://twitter.com/ShahavajAnjum/status/1644726693473701888,Twitter user: Shahavaj Anjum,RSS letter allegedly talks about training Hindu youths on behalf of the Sangh to get Muslim girls to convert to Hinduism.,RSS call to convert Muslim girls,rss,English,
13th Apr 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-letter-on-rss-call-to-convert-muslim-girls-is-fake-and-misleading/,Fact Check: Viral letter on RSS call to convert Muslim girls is fake and misleading,https://twitter.com/ShahavajAnjum/status/1644726693473701888,Twitter user: Shahavaj Anjum,RSS letter allegedly talks about training Hindu youths on behalf of the Sangh to get Muslim girls to convert to Hinduism.,RSS call to convert Muslim girls,rss,English ,
14th Sep 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-picture-of-meeting-between-pm-modi-and-us-president-edited-and-shared-with-misleading-claim/,Fact Check: Viral Picture Of Meeting Between PM Modi And US President Edited And Shared With Misleading Claim,https://www.facebook.com/ajaymishrajiarmy/videos/710025511169502/,Facebook user Ajay Mishra,There is a picture of Mahabharata on the back wall of the meeting between PM MOdi and US President Joe Bidenin Bharat Mandapam.,Political,Narendra Modi,English,
14th Sep 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-picture-of-meeting-between-pm-modi-and-us-president-edited-and-shared-with-misleading-claim/,Fact Check: Viral Picture Of Meeting Between PM Modi And US President Edited And Shared With Misleading Claim,https://www.facebook.com/ajaymishrajiarmy/videos/710025511169502/,Facebook user Ajay Mishra,There is a picture of Mahabharata on the back wall of the meeting between PM MOdi and US President Joe Bidenin Bharat Mandapam.,Political,Narendra Modi,English ,
24th May 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-post-about-devoleena-bhattarjee-is-false-actor-did-not-have-a-role-in-the-kerala-story/,"Fact Check: Viral post about Devoleena Bhattarjee is false, actor did not have a role in The Kerala Story",https://www.facebook.com/photo/?fbid=613252684173885&set=pb.100064674764582.-2207520000.,Fb user: Mohammad Jawed Akhter,Devoleena Bhattacharjee has played a role in \'The Kerala Story\',Devoleena Bhattacharjee has played a role in \'The Kerala Story\',Devoleena Bhattacharjee,English,
24th May 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-post-about-devoleena-bhattarjee-is-false-actor-did-not-have-a-role-in-the-kerala-story/,"Fact Check: Viral post about Devoleena Bhattarjee is false, actor did not have a role in The Kerala Story",https://www.facebook.com/photo/?fbid=613252684173885&set=pb.100064674764582.-2207520000.,Fb user: Mohammad Jawed Akhter,Devoleena Bhattacharjee has played a role in \'The Kerala Story\',Devoleena Bhattacharjee has played a role in \'The Kerala Story\',Devoleena Bhattacharjee,English ,
14th Jun 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-video-of-siddaramaiah-is-from-2022-iftar-party-not-related-to-karnataka-elections/,"Fact Check: Viral Video Of Siddaramaiah Is From 2022 Iftar Party, Not Related To Karnataka Elections",https://www.facebook.com/rameshchand.sharma.756/posts/6341780009194347/,FB User Ramesh Chand Sharma,CM Siddaramaiah celebrates with people from the Muslim community after winning the elections in Karnataka.,CM Siddaramaiah celebrates with people from the Muslim community,CM Siddaramaiah,English,
14th Jun 2023,https://www.vishvasnews.com/english/politics/fact-check-viral-video-of-siddaramaiah-is-from-2022-iftar-party-not-related-to-karnataka-elections/,"Fact Check: Viral Video Of Siddaramaiah Is From 2022 Iftar Party, Not Related To Karnataka Elections",https://www.facebook.com/rameshchand.sharma.756/posts/6341780009194347/,FB User Ramesh Chand Sharma,CM Siddaramaiah celebrates with people from the Muslim community after winning the elections in Karnataka.,CM Siddaramaiah celebrates with people from the Muslim community,CM Siddaramaiah,English ,
15th Jun 2023,https://www.vishvasnews.com/english/society/fact-check-video-of-car-swept-away-in-water-is-not-from-karnataka-unrelated-to-cyclone-biparjoy/,"Fact Check: Video Of Car Swept Away In Water Is Not From Karnataka, Unrelated To Cyclone Biparjoy",https://www.facebook.com/watch/?ref=search&v=969068050902361&external_log_id=a24619db-0894-4d1e-869b-88b3026a7840&q=It%20is%20Dandeli%20Karnataka%20near%20hubi%20darwad.%20Sometimes%20over%20confidence%20has%20%20to%20pays%20alot,Twitter user Mohammed Nayeem,It is Dandeli Karnataka near hubi darwad. Sometimes over confidence has to pays alot,This is Dandeli Karnataka near Hubli Dharwad.,Facebook user named ‘S Jana’,English,
15th Jun 2023,https://www.vishvasnews.com/english/society/fact-check-video-of-car-swept-away-in-water-is-not-from-karnataka-unrelated-to-cyclone-biparjoy/,"Fact Check: Video Of Car Swept Away In Water Is Not From Karnataka, Unrelated To Cyclone Biparjoy",https://www.facebook.com/watch/?ref=search&v=969068050902361&external_log_id=a24619db-0894-4d1e-869b-88b3026a7840&q=It%20is%20Dandeli%20Karnataka%20near%20hubi%20darwad.%20Sometimes%20over%20confidence%20has%20%20to%20pays%20alot,Twitter user Mohammed Nayeem,It is Dandeli Karnataka near hubi darwad. Sometimes over confidence has to pays alot,This is Dandeli Karnataka near Hubli Dharwad.,Facebook user named ‘S Jana’,English ,
22nd Aug 2023,https://www.vishvasnews.com/english/sports/fact-check-viral-claim-about-shooter-rhythm-sangwan-breaking-world-records-in-baku-is-misleading/,Fact Check: Viral Claim About Shooter Rhythm Sangwan Breaking World Records In Baku Is Misleading,https://www.facebook.com/maa.kaladla.50159836/posts/pfbid0WfhhyhHWR1ppHMk74wy1hKr9oFMF6QQSJP4AQNF6xxqbSKzhje6wDCnXZ1GNJ4bnl,Facebook user 'Jat Brothers',India\'s new shooting star Rhythm Sangwan broke the world record at the ongoing ISSF Shooting World Cup in Baku,India’s new shooting star our girl Rhythm Sangwan broke the world record at the ongoing ISSF Shooting World Cup in Baku,Facebook user ‘Jat Brothers’,English,
22nd Aug 2023,https://www.vishvasnews.com/english/sports/fact-check-viral-claim-about-shooter-rhythm-sangwan-breaking-world-records-in-baku-is-misleading/,Fact Check: Viral Claim About Shooter Rhythm Sangwan Breaking World Records In Baku Is Misleading,https://www.facebook.com/maa.kaladla.50159836/posts/pfbid0WfhhyhHWR1ppHMk74wy1hKr9oFMF6QQSJP4AQNF6xxqbSKzhje6wDCnXZ1GNJ4bnl,Facebook user 'Jat Brothers',India\'s new shooting star Rhythm Sangwan broke the world record at the ongoing ISSF Shooting World Cup in Baku,India’s new shooting star our girl Rhythm Sangwan broke the world record at the ongoing ISSF Shooting World Cup in Baku,Facebook user ‘Jat Brothers’,English ,
